file_name,image_width,image_height,bbox_height,bbox_width,bbox_top,bbox_left,bbox_cord_down_left_x,bbox_cord_down_left_y,bbox_cord_down_right_x,bbox_cord_down_right_y,bbox_cord_up_left_x,bbox_cord_up_left_y
IMG_3849.JPG,5184,3456,221.53846153846155,199.3846153846154,2953.846153846154,1831.3846153846155,1831.3846153846155,2953.846153846154,2030.769230769231,2953.846153846154,1831.3846153846155,3175.3846153846157
IMG_3848.JPG,5184,3456,158.76923076923077,265.84615384615387,1181.5384615384617,860.3076923076924,860.3076923076924,1181.5384615384617,1126.1538461538462,1181.5384615384617,860.3076923076924,1340.3076923076924
IMG_3847.JPG,5184,3456,132.92307692307713,457.84615384615387,1369.8461538461538,915.6923076923077,915.6923076923077,1369.8461538461538,1373.5384615384617,1369.8461538461538,915.6923076923077,1502.769230769231
IMG_3846.JPG,5184,3456,151.3846153846154,361.84615384615387,1414.1538461538462,4072.6153846153848,4072.6153846153848,1414.1538461538462,4434.461538461539,1414.1538461538462,4072.6153846153848,1565.5384615384617
IMG_3845.JPG,5184,3456,195.6923076923077,361.84615384615387,672.0,3740.3076923076924,3740.3076923076924,672.0,4102.153846153847,672.0,3740.3076923076924,867.6923076923077
IMG_3844.JPG,5184,3456,114.4615384615389,480.0,1081.8461538461536,3902.769230769231,3902.769230769231,1081.8461538461536,4382.769230769231,1081.8461538461536,3902.769230769231,1196.3076923076924
IMG_3843.JPG,5184,3456,199.3846153846154,291.69230769230774,1277.5384615384617,1067.076923076923,1067.076923076923,1277.5384615384617,1358.769230769231,1277.5384615384617,1067.076923076923,1476.923076923077
IMG_3842.JPG,5184,3456,151.3846153846154,365.53846153846155,1639.3846153846155,3950.769230769231,3950.769230769231,1639.3846153846155,4316.307692307692,1639.3846153846155,3950.769230769231,1790.769230769231
IMG_3841.JPG,5184,3456,199.3846153846154,339.69230769230774,1163.076923076923,3666.4615384615386,3666.4615384615386,1163.076923076923,4006.153846153846,1163.076923076923,3666.4615384615386,1362.4615384615386
IMG_3840.JPG,5184,3456,254.76923076923077,291.69230769230774,934.1538461538462,3673.8461538461543,3673.8461538461543,934.1538461538462,3965.538461538462,934.1538461538462,3673.8461538461543,1188.923076923077
IMG_3839.JPG,5184,3456,140.30769230769232,372.92307692307696,1890.4615384615386,889.8461538461539,889.8461538461539,1890.4615384615386,1262.769230769231,1890.4615384615386,889.8461538461539,2030.769230769231
IMG_3838.JPG,5184,3456,169.84615384615387,336.0,1428.923076923077,867.6923076923077,867.6923076923077,1428.923076923077,1203.6923076923078,1428.923076923077,867.6923076923077,1598.769230769231
IMG_3837.JPG,5184,3456,114.46153846153847,420.92307692307696,2119.3846153846157,875.0769230769231,875.0769230769231,2119.3846153846157,1296.0,2119.3846153846157,875.0769230769231,2233.846153846154
IMG_3836.JPG,5184,3456,92.3076923076923,468.92307692307696,1469.5384615384617,882.4615384615386,882.4615384615386,1469.5384615384617,1351.3846153846155,1469.5384615384617,882.4615384615386,1561.846153846154
IMG_3835.JPG,5184,3456,199.3846153846154,265.84615384615387,1011.6923076923077,3810.4615384615386,3810.4615384615386,1011.6923076923077,4076.3076923076924,1011.6923076923077,3810.4615384615386,1211.076923076923
IMG_3834.JPG,5184,3456,203.0769230769231,166.15384615384616,2913.2307692307695,3256.6153846153848,3256.6153846153848,2913.2307692307695,3422.769230769231,2913.2307692307695,3256.6153846153848,3116.3076923076924
IMG_3833.JPG,5184,3456,147.6923076923077,243.6923076923077,2603.0769230769233,3795.692307692308,3795.692307692308,2603.0769230769233,4039.3846153846157,2603.0769230769233,3795.692307692308,2750.769230769231
IMG_3832.JPG,5184,3456,92.3076923076923,251.0769230769231,1428.923076923077,4013.538461538462,4013.538461538462,1428.923076923077,4264.615384615385,1428.923076923077,4013.538461538462,1521.230769230769
IMG_3831.JPG,5184,3456,144.0,387.69230769230774,1192.6153846153848,967.3846153846155,967.3846153846155,1192.6153846153848,1355.076923076923,1192.6153846153848,967.3846153846155,1336.6153846153848
